sku_id,name_cn,pharmacy_type,current_stock,days_supply,safety_stock,ss_method,target_level_S,recommended_qty,order_date,risk_level,risk_reason,reason,abc_class,xyz_class,vbp_status,expiry_weeks,cold_chain
SKU_0024,利奈唑胺片,hospital,77,29,31.5,Croston-proxy,53.1,0,2026-06-11,Green,库存健康,常规补货,C,Z,na,119,0
SKU_0024,利奈唑胺片,independent,7,24,11.5,Classic-normal,11.5,4,2026-06-18,Green,库存健康,常规补货,C,Z,na,114,0
SKU_0025,伏立康唑片,chain,5,11,13.9,Classic-normal,13.9,8,2026-06-11,Green,库存健康,常规补货,C,Z,na,94,0
SKU_0025,伏立康唑片,hospital,40,20,23.8,Croston-proxy,40.6,0,2026-06-11,Green,库存健康,常规补货,C,Z,na,63,0
SKU_0025,伏立康唑片,independent,5,8,7.4,Croston-proxy,14.7,9,2026-06-18,Green,库存健康,常规补货,C,Z,na,78,0
SKU_0026,卡泊芬净注射液,chain,14,26,7.9,Classic-normal,19.9,5,2026-06-11,Green,库存健康,常规补货,C,Z,na,80,0
SKU_0026,卡泊芬净注射液,hospital,11,8,14.0,Classic-normal,26.0,14,2026-06-11,Green,库存健康,常规补货,C,Z,na,64,0
SKU_0026,卡泊芬净注射液,independent,14,43,5.6,Classic-normal,8.6,0,2026-06-18,Yellow,库存超过目标水位150%,库存积压,C,Z,na,80,0
SKU_0027,两性霉素B脂质体,chain,6,21,7.4,Classic-normal,13.4,7,2026-06-11,Green,库存健康,常规补货,C,Z,na,34,0
SKU_0027,两性霉素B脂质体,hospital,6,9,11.2,Classic-normal,17.2,11,2026-06-11,Green,库存健康,常规补货,C,Z,na,36,0
SKU_0027,两性霉素B脂质体,independent,3,21,3.3,Croston-proxy,5.4,2,2026-06-18,Green,库存健康,常规补货,C,Z,na,41,0
SKU_0028,替加环素注射液,chain,6,18,10.7,Croston-proxy,22.3,16,2026-06-11,Green,库存健康,常规补货,C,Z,na,60,0
SKU_0028,替加环素注射液,hospital,10,7,20.5,Croston-proxy,30.8,20,2026-06-11,Green,库存健康,常规补货,C,Z,na,40,0
SKU_0028,替加环素注射液,independent,2,14,5.9,Croston-proxy,13.4,11,2026-06-18,Green,库存健康,常规补货,C,Z,na,84,0
SKU_0029,多黏菌素B注射液,chain,2,5,7.9,Croston-proxy,14.4,12,2026-06-11,Green,库存健康,常规补货,C,Z,na,43,0
SKU_0029,多黏菌素B注射液,hospital,11,20,15.1,Croston-proxy,23.6,12,2026-06-11,Green,库存健康,常规补货,C,Z,na,72,0
SKU_0029,多黏菌素B注射液,independent,0,0,3.5,Croston-proxy,6.4,6,2026-06-18,Red,可售天数不足5天,库存告急,C,Z,na,61,0
SKU_0030,磷霉素氨丁三醇散,chain,4,18,22.3,Croston-proxy,41.5,37,2026-06-11,Green,库存健康,常规补货,C,Z,na,127,0
SKU_0030,磷霉素氨丁三醇散,hospital,13,21,35.9,Croston-proxy,59.4,46,2026-06-11,Green,库存健康,常规补货,C,Z,na,106,0
SKU_0030,磷霉素氨丁三醇散,independent,36,42,15.0,Classic-normal,27.0,0,2026-06-18,Green,库存健康,常规补货,C,Z,na,131,0
SKU_0031,头孢呋辛酯片,chain,161,13,49.5,Classic-normal,247.5,86,2026-06-11,Green,库存健康,VBP中选品种需保障供应,A,X,selected,133,0
SKU_0031,头孢呋辛酯片,hospital,1010,28,65.2,Classic-normal,405.2,0,2026-06-11,Yellow,库存超过目标水位150%,VBP中选品种需保障供应；库存积压,A,X,selected,56,0
SKU_0031,头孢呋辛酯片,independent,129,17,37.1,Classic-normal,193.1,64,2026-06-18,Green,库存健康,VBP中选品种需保障供应,A,X,selected,78,0
SKU_0032,左氧氟沙星片,chain,369,25,50.8,Classic-normal,124.8,0,2026-06-11,Yellow,库存超过目标水位150%,VBP中选品种需保障供应；库存积压,A,X,selected,89,0
SKU_0032,左氧氟沙星片,hospital,682,18,67.1,Classic-normal,609.1,0,2026-06-11,Green,库存健康,VBP中选品种需保障供应,A,X,selected,120,0
SKU_0032,左氧氟沙星片,independent,50,10,38.1,Classic-normal,95.1,45,2026-06-18,Green,库存健康,VBP中选品种需保障供应,A,X,selected,54,0
SKU_0033,二甲双胍片,chain,857,27,0.2,PI-width,322.1,0,2026-06-11,Yellow,库存超过目标水位150%,VBP中选品种需保障供应；库存积压,A,X,selected,107,0
SKU_0033,二甲双胍片,hospital,542,13,0.1,PI-width,445.4,0,2026-06-11,Green,库存健康,VBP中选品种需保障供应,A,X,selected,146,0
SKU_0033,二甲双胍片,independent,532,34,0.1,PI-width,260.5,0,2026-06-18,Yellow,库存超过目标水位150%,VBP中选品种需保障供应；库存积压,A,X,selected,72,0
SKU_0034,格列美脲片,chain,372,27,35.1,Classic-normal,247.1,0,2026-06-11,Yellow,库存超过目标水位150%,库存积压,A,X,na,66,0
SKU_0034,格列美脲片,hospital,395,21,41.9,Classic-normal,295.9,0,2026-06-11,Green,库存健康,常规补货,A,X,na,136,0
SKU_0034,格列美脲片,independent,80,13,26.3,Classic-normal,170.3,90,2026-06-18,Green,库存健康,常规补货,A,X,na,54,0
SKU_0035,阿卡波糖片,chain,296,20,39.6,Classic-normal,233.6,0,2026-06-11,Green,库存健康,VBP中选品种需保障供应,A,X,selected,144,0
SKU_0035,阿卡波糖片,hospital,151,7,45.7,Classic-normal,353.7,202,2026-06-11,Green,库存健康,VBP中选品种需保障供应,A,X,selected,78,0
SKU_0035,阿卡波糖片,independent,57,7,29.7,Classic-normal,134.7,77,2026-06-18,Green,库存健康,VBP中选品种需保障供应,A,X,selected,128,0
SKU_0036,格列齐特缓释片,chain,190,18,30.0,Classic-normal,178.0,0,2026-06-11,Green,库存健康,常规补货,A,X,na,75,0
SKU_0036,格列齐特缓释片,hospital,341,21,37.3,Classic-normal,215.3,0,2026-06-11,Yellow,库存超过目标水位150%,库存积压,A,X,na,122,0
SKU_0036,格列齐特缓释片,independent,225,34,23.1,Classic-normal,119.1,0,2026-06-18,Yellow,库存超过目标水位150%,库存积压,A,X,na,121,0
SKU_0037,门冬胰岛素注射液,chain,482,13,115.5,Classic-normal,533.5,51,2026-06-11,Green,库存健康,常规补货,A,Y,na,46,0
SKU_0037,门冬胰岛素注射液,hospital,1020,21,174.8,Classic-normal,802.8,0,2026-06-11,Green,库存健康,常规补货,A,Y,na,39,0
SKU_0037,门冬胰岛素注射液,independent,472,32,82.5,Classic-normal,328.5,0,2026-06-18,Green,库存健康,常规补货,A,Y,na,58,0
SKU_0038,达格列净片,chain,52,7,38.1,Croston-proxy,61.3,9,2026-06-11,Green,库存健康,常规补货,B,Y,na,107,0
SKU_0038,达格列净片,hospital,35,11,55.9,Croston-proxy,101.8,66,2026-06-11,Green,库存健康,常规补货,B,Y,na,120,0
SKU_0038,达格列净片,independent,114,44,27.7,Croston-proxy,86.9,0,2026-06-18,Green,库存健康,常规补货,B,Y,na,105,0
SKU_0039,西格列汀片,chain,0,0,33.3,Croston-proxy,62.4,62,2026-06-11,Red,可售天数不足5天,库存告急,B,Y,na,81,0
SKU_0039,西格列汀片,hospital,132,24,48.9,Croston-proxy,84.7,0,2026-06-11,Yellow,库存超过目标水位150%,库存积压,B,Y,na,94,0
SKU_0039,西格列汀片,independent,22,29,23.6,Croston-proxy,73.0,50,2026-06-18,Green,库存健康,常规补货,B,Y,na,95,0
SKU_0040,利拉鲁肽注射液,chain,37,9,25.4,Croston-proxy,63.8,26,2026-06-11,Green,库存健康,常规补货,B,Y,na,48,0
SKU_0040,利拉鲁肽注射液,hospital,46,12,37.3,Croston-proxy,77.3,31,2026-06-11,Green,库存健康,常规补货,B,Y,na,95,0
SKU_0040,利拉鲁肽注射液,independent,39,31,18.0,Croston-proxy,50.8,11,2026-06-18,Green,库存健康,常规补货,B,Y,na,85,0
SKU_0041,度拉糖肽注射液,chain,44,28,19.3,Croston-proxy,43.6,0,2026-06-11,Green,库存健康,常规补货,C,Y,na,32,0
SKU_0041,度拉糖肽注射液,hospital,24,28,29.1,Croston-proxy,60.9,36,2026-06-11,Green,库存健康,常规补货,C,Y,na,72,0
SKU_0041,度拉糖肽注射液,independent,5,7,13.4,Croston-proxy,33.0,27,2026-06-18,Green,库存健康,常规补货,C,Y,na,34,0
SKU_0042,沙格列汀片,chain,23,15,24.8,Croston-proxy,57.7,34,2026-06-11,Green,库存健康,常规补货,B,Y,na,47,0
SKU_0042,沙格列汀片,hospital,91,29,36.7,Croston-proxy,69.5,0,2026-06-11,Green,库存健康,常规补货,B,Y,na,59,0
SKU_0042,沙格列汀片,independent,28,18,16.2,Croston-proxy,38.3,10,2026-06-18,Green,库存健康,常规补货,B,Y,na,106,0
SKU_0043,瑞格列奈片,chain,55,26,27.5,Croston-proxy,57.2,2,2026-06-11,Green,库存健康,常规补货,B,Y,na,113,0
SKU_0043,瑞格列奈片,hospital,29,9,39.8,Croston-proxy,67.6,38,2026-06-11,Green,库存健康,常规补货,B,Y,na,88,0
SKU_0043,瑞格列奈片,independent,41,42,19.0,Croston-proxy,52.9,11,2026-06-18,Green,库存健康,常规补货,B,Y,na,74,0
SKU_0044,吡格列酮片,chain,27,18,28.2,Croston-proxy,55.8,28,2026-06-11,Green,库存健康,常规补货,B,Y,na,135,0
SKU_0044,吡格列酮片,hospital,0,0,41.0,Croston-proxy,75.2,75,2026-06-11,Red,可售天数不足5天,库存告急,B,Y,na,45,0
SKU_0044,吡格列酮片,independent,26,12,20.4,Croston-proxy,44.6,18,2026-06-18,Green,库存健康,常规补货,B,Y,na,92,0
SKU_0045,米格列醇片,chain,25,26,16.6,Croston-proxy,38.0,13,2026-06-11,Green,库存健康,常规补货,C,Y,na,70,0
SKU_0045,米格列醇片,hospital,50,22,25.6,Croston-proxy,47.9,0,2026-06-11,Green,库存健康,常规补货,C,Y,na,74,0
SKU_0045,米格列醇片,independent,12,19,11.5,Classic-normal,38.6,26,2026-06-18,Green,库存健康,常规补货,C,Y,na,115,0
SKU_0046,恩格列净片,chain,223,25,42.9,Classic-normal,278.9,55,2026-06-11,Green,库存健康,VBP中选品种需保障供应,A,Y,selected,63,0
SKU_0046,恩格列净片,hospital,464,26,58.7,Classic-normal,314.7,0,2026-06-11,Green,库存健康,VBP中选品种需保障供应,A,Y,selected,52,0
SKU_0046,恩格列净片,independent,28,26,30.6,Classic-normal,114.6,86,2026-06-18,Green,库存健康,VBP中选品种需保障供应,A,Y,selected,94,0
SKU_0047,卡格列净片,chain,358,25,34.6,Classic-normal,174.6,0,2026-06-11,Yellow,库存超过目标水位150%,库存积压,B,Y,non_selected,79,0
SKU_0047,卡格列净片,hospital,64,22,48.9,Classic-normal,132.9,68,2026-06-11,Green,库存健康,常规补货,B,Y,non_selected,64,0
SKU_0047,卡格列净片,independent,228,41,24.8,Classic-normal,201.8,0,2026-06-18,Green,库存健康,常规补货,B,Y,non_selected,110,0
SKU_0048,氨茶碱片,chain,102,14,29.0,Classic-normal,117.0,15,2026-06-11,Green,库存健康,常规补货,A,X,na,135,0
SKU_0048,氨茶碱片,hospital,237,19,41.0,Classic-normal,169.0,0,2026-06-11,Green,库存健康,常规补货,A,X,na,141,0
SKU_0048,氨茶碱片,independent,119,25,22.2,Classic-normal,166.2,47,2026-06-18,Green,库存健康,常规补货,A,X,na,90,0
SKU_0049,茶碱缓释片,chain,74,12,24.3,Classic-normal,116.3,42,2026-06-11,Green,库存健康,常规补货,B,Y,na,85,0
SKU_0049,茶碱缓释片,hospital,55,5,33.6,Classic-normal,141.6,86,2026-06-11,Green,库存健康,常规补货,B,Y,na,141,0
SKU_0049,茶碱缓释片,independent,147,38,17.3,Classic-normal,89.3,0,2026-06-18,Yellow,库存超过目标水位150%,库存积压,B,Y,na,108,0
SKU_0050,沙丁胺醇吸入气雾剂,chain,130,8,79.2,Classic-normal,427.2,297,2026-06-11,Green,库存健康,常规补货,A,Y,na,61,0
SKU_0050,沙丁胺醇吸入气雾剂,hospital,518,24,104.8,Classic-normal,406.8,0,2026-06-11,Green,库存健康,常规补货,A,Y,na,82,0
SKU_0050,沙丁胺醇吸入气雾剂,independent,354,31,57.4,Classic-normal,282.4,0,2026-06-18,Green,库存健康,常规补货,A,Y,na,91,0
SKU_0051,布地奈德吸入粉雾剂,chain,104,6,62.7,Classic-normal,282.7,178,2026-06-11,Green,库存健康,常规补货,A,Y,na,61,0
SKU_0051,布地奈德吸入粉雾剂,hospital,352,18,78.3,Classic-normal,306.3,0,2026-06-11,Green,库存健康,常规补货,A,Y,na,54,0
SKU_0051,布地奈德吸入粉雾剂,independent,293,34,45.4,Classic-normal,165.4,0,2026-06-18,Yellow,库存超过目标水位150%,库存积压,A,Y,na,31,0
SKU_0052,孟鲁司特钠片,chain,239,18,55.4,Classic-normal,257.4,18,2026-06-11,Green,库存健康,常规补货,A,Y,na,112,0
SKU_0052,孟鲁司特钠片,hospital,343,25,74.6,Classic-normal,262.6,0,2026-06-11,Green,库存健康,常规补货,A,Y,na,117,0
SKU_0052,孟鲁司特钠片,independent,153,24,39.6,Classic-normal,189.6,36,2026-06-18,Green,库存健康,常规补货,A,Y,na,137,0
SKU_0053,特布他林片,chain,46,5,40.8,Classic-normal,174.8,128,2026-06-11,Green,库存健康,常规补货,A,Y,na,47,0
SKU_0053,特布他林片,hospital,274,26,57.1,Classic-normal,143.1,0,2026-06-11,Yellow,库存超过目标水位150%,库存积压,A,Y,na,74,0
SKU_0053,特布他林片,independent,90,22,30.0,Classic-normal,129.0,39,2026-06-18,Green,库存健康,常规补货,A,Y,na,127,0
SKU_0054,噻托溴铵粉吸入剂,chain,21,8,31.8,Croston-proxy,59.3,38,2026-06-11,Green,库存健康,常规补货,B,Y,na,80,0
SKU_0054,噻托溴铵粉吸入剂,hospital,59,18,41.9,Croston-proxy,75.5,16,2026-06-11,Green,库存健康,常规补货,B,Y,na,48,0
SKU_0054,噻托溴铵粉吸入剂,independent,11,30,23.2,Croston-proxy,69.0,57,2026-06-18,Green,库存健康,常规补货,B,Y,na,78,0
SKU_0055,乙酰半胱氨酸泡腾片,chain,53,29,36.0,Croston-proxy,67.7,14,2026-06-11,Green,库存健康,常规补货,B,Y,na,70,0
SKU_0055,乙酰半胱氨酸泡腾片,hospital,0,0,48.7,Croston-proxy,89.1,89,2026-06-11,Red,可售天数不足5天,库存告急,B,Y,na,83,0
SKU_0055,乙酰半胱氨酸泡腾片,independent,72,23,24.9,Croston-proxy,65.2,0,2026-06-18,Green,库存健康,常规补货,B,Y,na,120,0
SKU_0056,羧甲司坦口服液,chain,73,13,39.6,Croston-proxy,73.9,0,2026-06-11,Green,库存健康,常规补货,B,Y,na,68,0
SKU_0056,羧甲司坦口服液,hospital,24,5,53.0,Croston-proxy,85.7,61,2026-06-11,Green,库存健康,常规补货,B,Y,na,133,0
SKU_0056,羧甲司坦口服液,independent,15,9,28.0,Croston-proxy,62.8,47,2026-06-18,Green,库存健康,常规补货,B,Y,na,140,0
SKU_0057,异丙托溴铵气雾剂,chain,0,0,28.6,Croston-proxy,59.4,59,2026-06-11,Red,可售天数不足5天,库存告急,B,Y,na,49,0
SKU_0057,异丙托溴铵气雾剂,hospital,73,16,39.1,Croston-proxy,74.9,1,2026-06-11,Green,库存健康,常规补货,B,Y,na,90,0
SKU_0057,异丙托溴铵气雾剂,independent,14,24,20.3,Croston-proxy,48.7,34,2026-06-18,Green,库存健康,常规补货,B,Y,na,65,0
SKU_0058,福莫特罗吸入粉雾剂,chain,10,9,23.1,Croston-proxy,45.0,34,2026-06-11,Green,库存健康,常规补货,C,Y,na,67,0
SKU_0058,福莫特罗吸入粉雾剂,hospital,47,14,32.0,Croston-proxy,63.9,16,2026-06-11,Green,库存健康,常规补货,C,Y,na,55,0
SKU_0058,福莫特罗吸入粉雾剂,independent,29,31,15.7,Croston-proxy,29.6,0,2026-06-18,Green,库存健康,常规补货,C,Y,na,93,0
SKU_0059,沙美特罗替卡松吸入剂,chain,39,14,26.8,Croston-proxy,54.1,15,2026-06-11,Green,库存健康,常规补货,B,Y,na,54,0
SKU_0059,沙美特罗替卡松吸入剂,hospital,15,17,35.0,Croston-proxy,62.5,47,2026-06-11,Green,库存健康,常规补货,B,Y,na,39,0
SKU_0059,沙美特罗替卡松吸入剂,independent,15,32,17.8,Croston-proxy,43.6,28,2026-06-18,Green,库存健康,常规补货,B,Y,na,86,0
SKU_0060,氮卓斯汀鼻喷剂,chain,13,6,29.0,Croston-proxy,77.7,64,2026-06-11,Green,库存健康,常规补货,B,Y,na,53,0
SKU_0060,氮卓斯汀鼻喷剂,hospital,16,5,39.1,Croston-proxy,73.3,57,2026-06-11,Green,库存健康,常规补货,B,Y,na,57,0
SKU_0060,氮卓斯汀鼻喷剂,independent,50,42,20.6,Croston-proxy,49.4,0,2026-06-18,Green,库存健康,常规补货,B,Y,na,58,0
SKU_0061,糠酸莫米松鼻喷雾剂,chain,0,0,33.0,Croston-proxy,62.7,62,2026-06-11,Red,可售天数不足5天,库存告急,B,Y,na,53,0
