date,sku_id,pharmacy_type,demand_type,units_sold,week_of_year,ili_pct,is_holiday,vbp_10_active
2026-05-11,SKU_0001,hospital,smooth,111,20,4.38,0,1
2026-05-18,SKU_0001,hospital,smooth,138,21,4.66,0,1
2026-05-25,SKU_0001,hospital,smooth,138,22,4.74,0,1
2024-06-03,SKU_0001,chain,smooth,90,23,5.7,0,0
2024-06-10,SKU_0001,chain,smooth,158,24,5.63,0,0
2024-06-17,SKU_0001,chain,smooth,92,25,6.0,0,0
2024-06-24,SKU_0001,chain,smooth,104,26,6.33,0,0
2024-07-01,SKU_0001,chain,smooth,101,27,5.66,0,0
2024-07-08,SKU_0001,chain,smooth,95,28,5.52,0,0
2024-07-15,SKU_0001,chain,smooth,76,29,5.93,0,0
2024-07-22,SKU_0001,chain,smooth,98,30,5.34,0,0
2024-07-29,SKU_0001,chain,smooth,68,31,4.51,0,0
2024-08-05,SKU_0001,chain,smooth,79,32,4.4,0,0
2024-08-12,SKU_0001,chain,smooth,74,33,3.53,0,0
2024-08-19,SKU_0001,chain,smooth,85,34,2.96,0,0
2024-08-26,SKU_0001,chain,smooth,130,35,2.61,0,0
2024-09-02,SKU_0001,chain,smooth,47,36,1.25,0,0
2024-09-09,SKU_0001,chain,smooth,98,37,0.72,0,0
2024-09-16,SKU_0001,chain,smooth,52,38,0.57,0,0
2024-09-23,SKU_0001,chain,smooth,75,39,0.5,0,0
2024-09-30,SKU_0001,chain,smooth,106,40,0.5,0,0
2024-10-07,SKU_0001,chain,smooth,75,41,0.5,1,0
2024-10-14,SKU_0001,chain,smooth,62,42,0.5,0,0
2024-10-21,SKU_0001,chain,smooth,69,43,0.5,0,0
2024-10-28,SKU_0001,chain,smooth,97,44,0.5,0,0
2024-11-04,SKU_0001,chain,smooth,68,45,0.5,0,0
2024-11-11,SKU_0001,chain,smooth,87,46,0.5,0,0
2024-11-18,SKU_0001,chain,smooth,83,47,0.5,0,0
2024-11-25,SKU_0001,chain,smooth,69,48,0.5,0,0
2024-12-02,SKU_0001,chain,smooth,124,49,0.5,0,0
2024-12-09,SKU_0001,chain,smooth,94,50,0.5,0,0
2024-12-16,SKU_0001,chain,smooth,40,51,0.5,0,0
2024-12-23,SKU_0001,chain,smooth,84,52,0.5,0,0
2024-12-30,SKU_0001,chain,smooth,67,1,0.66,0,0
2025-01-06,SKU_0001,chain,smooth,97,2,1.85,0,0
2025-01-13,SKU_0001,chain,smooth,64,3,1.5,0,0
2025-01-20,SKU_0001,chain,smooth,68,4,1.41,1,0
2025-01-27,SKU_0001,chain,smooth,80,5,2.31,1,0
2025-02-03,SKU_0001,chain,smooth,87,6,1.81,1,0
2025-02-10,SKU_0001,chain,smooth,46,7,2.48,1,0
2025-02-17,SKU_0001,chain,smooth,73,8,1.88,0,0
2025-02-24,SKU_0001,chain,smooth,70,9,2.23,0,0
2025-03-03,SKU_0001,chain,smooth,66,10,2.88,0,0
2025-03-10,SKU_0001,chain,smooth,115,11,3.18,0,0
2025-03-17,SKU_0001,chain,smooth,88,12,3.1,0,0
2025-03-24,SKU_0001,chain,smooth,54,13,3.13,0,0
2025-03-31,SKU_0001,chain,smooth,98,14,3.22,0,0
2025-04-07,SKU_0001,chain,smooth,123,15,2.98,0,1
2025-04-14,SKU_0001,chain,smooth,101,16,3.44,0,1
2025-04-21,SKU_0001,chain,smooth,50,17,3.76,0,1
2025-04-28,SKU_0001,chain,smooth,71,18,4.53,0,1
2025-05-05,SKU_0001,chain,smooth,97,19,4.54,1,1
2025-05-12,SKU_0001,chain,smooth,68,20,4.06,0,1
2025-05-19,SKU_0001,chain,smooth,91,21,5.05,0,1
2025-05-26,SKU_0001,chain,smooth,98,22,5.03,0,1
2025-06-02,SKU_0001,chain,smooth,65,23,5.13,0,1
2025-06-09,SKU_0001,chain,smooth,82,24,5.74,0,1
2025-06-16,SKU_0001,chain,smooth,19,25,5.98,0,1
2025-06-23,SKU_0001,chain,smooth,64,26,5.97,0,1
2025-06-30,SKU_0001,chain,smooth,80,27,5.3,0,1
2025-07-07,SKU_0001,chain,smooth,60,28,5.34,0,1
2025-07-14,SKU_0001,chain,smooth,118,29,5.34,0,1
2025-07-21,SKU_0001,chain,smooth,57,30,5.26,0,1
2025-07-28,SKU_0001,chain,smooth,78,31,4.36,0,1
2025-08-04,SKU_0001,chain,smooth,89,32,3.99,0,1
2025-08-11,SKU_0001,chain,smooth,116,33,3.15,0,1
2025-08-18,SKU_0001,chain,smooth,58,34,2.55,0,1
2025-08-25,SKU_0001,chain,smooth,110,35,2.66,0,1
2025-09-01,SKU_0001,chain,smooth,87,36,2.24,0,1
2025-09-08,SKU_0001,chain,smooth,68,37,1.15,0,1
2025-09-15,SKU_0001,chain,smooth,97,38,0.96,0,1
2025-09-22,SKU_0001,chain,smooth,91,39,0.5,0,1
2025-09-29,SKU_0001,chain,smooth,75,40,0.5,0,1
2025-10-06,SKU_0001,chain,smooth,79,41,0.5,1,1
2025-10-13,SKU_0001,chain,smooth,79,42,0.5,0,1
2025-10-20,SKU_0001,chain,smooth,89,43,0.5,0,1
2025-10-27,SKU_0001,chain,smooth,100,44,0.5,0,1
2025-11-03,SKU_0001,chain,smooth,118,45,0.5,0,1
2025-11-10,SKU_0001,chain,smooth,61,46,0.5,0,1
2025-11-17,SKU_0001,chain,smooth,128,47,0.5,0,1
2025-11-24,SKU_0001,chain,smooth,46,48,0.5,0,1
2025-12-01,SKU_0001,chain,smooth,82,49,0.5,0,1
2025-12-08,SKU_0001,chain,smooth,96,50,0.5,0,1
2025-12-15,SKU_0001,chain,smooth,90,51,0.5,0,1
2025-12-22,SKU_0001,chain,smooth,71,52,0.5,0,1
2025-12-29,SKU_0001,chain,smooth,79,1,1.24,0,1
2026-01-05,SKU_0001,chain,smooth,73,2,0.87,0,1
2026-01-12,SKU_0001,chain,smooth,71,3,1.07,0,1
2026-01-19,SKU_0001,chain,smooth,100,4,1.46,0,1
2026-01-26,SKU_0001,chain,smooth,80,5,2.2,1,1
2026-02-02,SKU_0001,chain,smooth,59,6,2.2,1,1
2026-02-09,SKU_0001,chain,smooth,91,7,2.07,1,1
2026-02-16,SKU_0001,chain,smooth,89,8,2.59,0,1
2026-02-23,SKU_0001,chain,smooth,99,9,2.57,0,1
2026-03-02,SKU_0001,chain,smooth,95,10,2.99,0,1
2026-03-09,SKU_0001,chain,smooth,66,11,2.52,0,1
2026-03-16,SKU_0001,chain,smooth,71,12,2.77,0,1
2026-03-23,SKU_0001,chain,smooth,98,13,2.88,0,1
2026-03-30,SKU_0001,chain,smooth,95,14,2.66,0,1
2026-04-06,SKU_0001,chain,smooth,83,15,3.45,0,1
2026-04-13,SKU_0001,chain,smooth,86,16,3.63,0,1
2026-04-20,SKU_0001,chain,smooth,110,17,3.77,0,1
2026-04-27,SKU_0001,chain,smooth,73,18,3.93,0,1
2026-05-04,SKU_0001,chain,smooth,86,19,3.77,1,1
2026-05-11,SKU_0001,chain,smooth,81,20,4.38,0,1
2026-05-18,SKU_0001,chain,smooth,81,21,4.66,0,1
2026-05-25,SKU_0001,chain,smooth,108,22,4.74,0,1
2024-06-03,SKU_0001,independent,smooth,53,23,5.7,0,0
2024-06-10,SKU_0001,independent,smooth,53,24,5.63,0,0
2024-06-17,SKU_0001,independent,smooth,61,25,6.0,0,0
2024-06-24,SKU_0001,independent,smooth,41,26,6.33,0,0
2024-07-01,SKU_0001,independent,smooth,52,27,5.66,0,0
2024-07-08,SKU_0001,independent,smooth,36,28,5.52,0,0
2024-07-15,SKU_0001,independent,smooth,46,29,5.93,0,0
2024-07-22,SKU_0001,independent,smooth,39,30,5.34,0,0
2024-07-29,SKU_0001,independent,smooth,43,31,4.51,0,0
2024-08-05,SKU_0001,independent,smooth,51,32,4.4,0,0
2024-08-12,SKU_0001,independent,smooth,29,33,3.53,0,0
2024-08-19,SKU_0001,independent,smooth,75,34,2.96,0,0
2024-08-26,SKU_0001,independent,smooth,26,35,2.61,0,0
2024-09-02,SKU_0001,independent,smooth,23,36,1.25,0,0
2024-09-09,SKU_0001,independent,smooth,61,37,0.72,0,0
2024-09-16,SKU_0001,independent,smooth,55,38,0.57,0,0
2024-09-23,SKU_0001,independent,smooth,52,39,0.5,0,0
2024-09-30,SKU_0001,independent,smooth,52,40,0.5,0,0
2024-10-07,SKU_0001,independent,smooth,37,41,0.5,1,0
2024-10-14,SKU_0001,independent,smooth,27,42,0.5,0,0
2024-10-21,SKU_0001,independent,smooth,43,43,0.5,0,0
2024-10-28,SKU_0001,independent,smooth,31,44,0.5,0,0
2024-11-04,SKU_0001,independent,smooth,57,45,0.5,0,0
2024-11-11,SKU_0001,independent,smooth,39,46,0.5,0,0
2024-11-18,SKU_0001,independent,smooth,28,47,0.5,0,0
2024-11-25,SKU_0001,independent,smooth,36,48,0.5,0,0
2024-12-02,SKU_0001,independent,smooth,47,49,0.5,0,0
2024-12-09,SKU_0001,independent,smooth,32,50,0.5,0,0
2024-12-16,SKU_0001,independent,smooth,27,51,0.5,0,0
2024-12-23,SKU_0001,independent,smooth,44,52,0.5,0,0
2024-12-30,SKU_0001,independent,smooth,44,1,0.66,0,0
2025-01-06,SKU_0001,independent,smooth,32,2,1.85,0,0
2025-01-13,SKU_0001,independent,smooth,32,3,1.5,0,0
2025-01-20,SKU_0001,independent,smooth,39,4,1.41,1,0
2025-01-27,SKU_0001,independent,smooth,12,5,2.31,1,0
2025-02-03,SKU_0001,independent,smooth,12,6,1.81,1,0
2025-02-10,SKU_0001,independent,smooth,23,7,2.48,1,0
2025-02-17,SKU_0001,independent,smooth,36,8,1.88,0,0
2025-02-24,SKU_0001,independent,smooth,45,9,2.23,0,0
2025-03-03,SKU_0001,independent,smooth,63,10,2.88,0,0
2025-03-10,SKU_0001,independent,smooth,53,11,3.18,0,0
2025-03-17,SKU_0001,independent,smooth,37,12,3.1,0,0
2025-03-24,SKU_0001,independent,smooth,40,13,3.13,0,0
2025-03-31,SKU_0001,independent,smooth,24,14,3.22,0,0
2025-04-07,SKU_0001,independent,smooth,40,15,2.98,0,1
2025-04-14,SKU_0001,independent,smooth,36,16,3.44,0,1
2025-04-21,SKU_0001,independent,smooth,46,17,3.76,0,1
2025-04-28,SKU_0001,independent,smooth,27,18,4.53,0,1
2025-05-05,SKU_0001,independent,smooth,44,19,4.54,1,1
2025-05-12,SKU_0001,independent,smooth,65,20,4.06,0,1
2025-05-19,SKU_0001,independent,smooth,39,21,5.05,0,1
2025-05-26,SKU_0001,independent,smooth,48,22,5.03,0,1
2025-06-02,SKU_0001,independent,smooth,53,23,5.13,0,1
2025-06-09,SKU_0001,independent,smooth,35,24,5.74,0,1
2025-06-16,SKU_0001,independent,smooth,46,25,5.98,0,1
2025-06-23,SKU_0001,independent,smooth,42,26,5.97,0,1
2025-06-30,SKU_0001,independent,smooth,44,27,5.3,0,1
2025-07-07,SKU_0001,independent,smooth,30,28,5.34,0,1
2025-07-14,SKU_0001,independent,smooth,43,29,5.34,0,1
2025-07-21,SKU_0001,independent,smooth,51,30,5.26,0,1
2025-07-28,SKU_0001,independent,smooth,66,31,4.36,0,1
2025-08-04,SKU_0001,independent,smooth,59,32,3.99,0,1
2025-08-11,SKU_0001,independent,smooth,78,33,3.15,0,1
2025-08-18,SKU_0001,independent,smooth,31,34,2.55,0,1
2025-08-25,SKU_0001,independent,smooth,58,35,2.66,0,1
2025-09-01,SKU_0001,independent,smooth,47,36,2.24,0,1
2025-09-08,SKU_0001,independent,smooth,79,37,1.15,0,1
2025-09-15,SKU_0001,independent,smooth,31,38,0.96,0,1
2025-09-22,SKU_0001,independent,smooth,30,39,0.5,0,1
2025-09-29,SKU_0001,independent,smooth,34,40,0.5,0,1
2025-10-06,SKU_0001,independent,smooth,5,41,0.5,1,1
2025-10-13,SKU_0001,independent,smooth,35,42,0.5,0,1
2025-10-20,SKU_0001,independent,smooth,31,43,0.5,0,1
2025-10-27,SKU_0001,independent,smooth,46,44,0.5,0,1
2025-11-03,SKU_0001,independent,smooth,49,45,0.5,0,1
2025-11-10,SKU_0001,independent,smooth,73,46,0.5,0,1
2025-11-17,SKU_0001,independent,smooth,58,47,0.5,0,1
2025-11-24,SKU_0001,independent,smooth,33,48,0.5,0,1
2025-12-01,SKU_0001,independent,smooth,28,49,0.5,0,1
2025-12-08,SKU_0001,independent,smooth,50,50,0.5,0,1
2025-12-15,SKU_0001,independent,smooth,21,51,0.5,0,1
2025-12-22,SKU_0001,independent,smooth,71,52,0.5,0,1
2025-12-29,SKU_0001,independent,smooth,61,1,1.24,0,1
2026-01-05,SKU_0001,independent,smooth,34,2,0.87,0,1
2026-01-12,SKU_0001,independent,smooth,14,3,1.07,0,1
2026-01-19,SKU_0001,independent,smooth,63,4,1.46,0,1
2026-01-26,SKU_0001,independent,smooth,35,5,2.2,1,1
2026-02-02,SKU_0001,independent,smooth,56,6,2.2,1,1
2026-02-09,SKU_0001,independent,smooth,11,7,2.07,1,1
2026-02-16,SKU_0001,independent,smooth,32,8,2.59,0,1
2026-02-23,SKU_0001,independent,smooth,41,9,2.57,0,1
2026-03-02,SKU_0001,independent,smooth,42,10,2.99,0,1
2026-03-09,SKU_0001,independent,smooth,34,11,2.52,0,1
2026-03-16,SKU_0001,independent,smooth,51,12,2.77,0,1
2026-03-23,SKU_0001,independent,smooth,24,13,2.88,0,1
2026-03-30,SKU_0001,independent,smooth,39,14,2.66,0,1
2026-04-06,SKU_0001,independent,smooth,44,15,3.45,0,1
2026-04-13,SKU_0001,independent,smooth,50,16,3.63,0,1
2026-04-20,SKU_0001,independent,smooth,53,17,3.77,0,1
2026-04-27,SKU_0001,independent,smooth,24,18,3.93,0,1
2026-05-04,SKU_0001,independent,smooth,13,19,3.77,1,1
2026-05-11,SKU_0001,independent,smooth,63,20,4.38,0,1
2026-05-18,SKU_0001,independent,smooth,48,21,4.66,0,1
2026-05-25,SKU_0001,independent,smooth,31,22,4.74,0,1
2024-06-03,SKU_0002,hospital,smooth,128,23,5.7,0,0
2024-06-10,SKU_0002,hospital,smooth,103,24,5.63,0,0
2024-06-17,SKU_0002,hospital,smooth,122,25,6.0,0,0
2024-06-24,SKU_0002,hospital,smooth,103,26,6.33,0,0
2024-07-01,SKU_0002,hospital,smooth,139,27,5.66,0,0
2024-07-08,SKU_0002,hospital,smooth,134,28,5.52,0,0
2024-07-15,SKU_0002,hospital,smooth,99,29,5.93,0,0
2024-07-22,SKU_0002,hospital,smooth,121,30,5.34,0,0
2024-07-29,SKU_0002,hospital,smooth,116,31,4.51,0,0
2024-08-05,SKU_0002,hospital,smooth,129,32,4.4,0,0
2024-08-12,SKU_0002,hospital,smooth,87,33,3.53,0,0
2024-08-19,SKU_0002,hospital,smooth,117,34,2.96,0,0
2024-08-26,SKU_0002,hospital,smooth,124,35,2.61,0,0
2024-09-02,SKU_0002,hospital,smooth,73,36,1.25,0,0
2024-09-09,SKU_0002,hospital,smooth,84,37,0.72,0,0
2024-09-16,SKU_0002,hospital,smooth,68,38,0.57,0,0
2024-09-23,SKU_0002,hospital,smooth,100,39,0.5,0,0
2024-09-30,SKU_0002,hospital,smooth,118,40,0.5,0,0
2024-10-07,SKU_0002,hospital,smooth,120,41,0.5,1,0
2024-10-14,SKU_0002,hospital,smooth,106,42,0.5,0,0
2024-10-21,SKU_0002,hospital,smooth,134,43,0.5,0,0
2024-10-28,SKU_0002,hospital,smooth,79,44,0.5,0,0
2024-11-04,SKU_0002,hospital,smooth,73,45,0.5,0,0
2024-11-11,SKU_0002,hospital,smooth,102,46,0.5,0,0
2024-11-18,SKU_0002,hospital,smooth,110,47,0.5,0,0
2024-11-25,SKU_0002,hospital,smooth,102,48,0.5,0,0
2024-12-02,SKU_0002,hospital,smooth,65,49,0.5,0,0
2024-12-09,SKU_0002,hospital,smooth,100,50,0.5,0,0
2024-12-16,SKU_0002,hospital,smooth,78,51,0.5,0,0
2024-12-23,SKU_0002,hospital,smooth,113,52,0.5,0,0
2024-12-30,SKU_0002,hospital,smooth,107,1,0.66,0,0
2025-01-06,SKU_0002,hospital,smooth,83,2,1.85,0,0
2025-01-13,SKU_0002,hospital,smooth,91,3,1.5,0,0
2025-01-20,SKU_0002,hospital,smooth,69,4,1.41,1,0
2025-01-27,SKU_0002,hospital,smooth,86,5,2.31,1,0
2025-02-03,SKU_0002,hospital,smooth,104,6,1.81,1,0
2025-02-10,SKU_0002,hospital,smooth,69,7,2.48,1,0
2025-02-17,SKU_0002,hospital,smooth,108,8,1.88,0,0
2025-02-24,SKU_0002,hospital,smooth,89,9,2.23,0,0
2025-03-03,SKU_0002,hospital,smooth,85,10,2.88,0,0
2025-03-10,SKU_0002,hospital,smooth,97,11,3.18,0,0
2025-03-17,SKU_0002,hospital,smooth,81,12,3.1,0,0
2025-03-24,SKU_0002,hospital,smooth,90,13,3.13,0,0
2025-03-31,SKU_0002,hospital,smooth,78,14,3.22,0,0
2025-04-07,SKU_0002,hospital,smooth,135,15,2.98,0,1
2025-04-14,SKU_0002,hospital,smooth,101,16,3.44,0,1
2025-04-21,SKU_0002,hospital,smooth,88,17,3.76,0,1
2025-04-28,SKU_0002,hospital,smooth,105,18,4.53,0,1
2025-05-05,SKU_0002,hospital,smooth,88,19,4.54,1,1
2025-05-12,SKU_0002,hospital,smooth,98,20,4.06,0,1
2025-05-19,SKU_0002,hospital,smooth,114,21,5.05,0,1
2025-05-26,SKU_0002,hospital,smooth,117,22,5.03,0,1
2025-06-02,SKU_0002,hospital,smooth,94,23,5.13,0,1
2025-06-09,SKU_0002,hospital,smooth,94,24,5.74,0,1
2025-06-16,SKU_0002,hospital,smooth,100,25,5.98,0,1
2025-06-23,SKU_0002,hospital,smooth,64,26,5.97,0,1
2025-06-30,SKU_0002,hospital,smooth,79,27,5.3,0,1
2025-07-07,SKU_0002,hospital,smooth,131,28,5.34,0,1
2025-07-14,SKU_0002,hospital,smooth,137,29,5.34,0,1
2025-07-21,SKU_0002,hospital,smooth,103,30,5.26,0,1
2025-07-28,SKU_0002,hospital,smooth,118,31,4.36,0,1
2025-08-04,SKU_0002,hospital,smooth,114,32,3.99,0,1
2025-08-11,SKU_0002,hospital,smooth,164,33,3.15,0,1
2025-08-18,SKU_0002,hospital,smooth,129,34,2.55,0,1
2025-08-25,SKU_0002,hospital,smooth,107,35,2.66,0,1
2025-09-01,SKU_0002,hospital,smooth,92,36,2.24,0,1
2025-09-08,SKU_0002,hospital,smooth,80,37,1.15,0,1
2025-09-15,SKU_0002,hospital,smooth,113,38,0.96,0,1
2025-09-22,SKU_0002,hospital,smooth,95,39,0.5,0,1
2025-09-29,SKU_0002,hospital,smooth,83,40,0.5,0,1
2025-10-06,SKU_0002,hospital,smooth,85,41,0.5,1,1
2025-10-13,SKU_0002,hospital,smooth,89,42,0.5,0,1
2025-10-20,SKU_0002,hospital,smooth,139,43,0.5,0,1
2025-10-27,SKU_0002,hospital,smooth,124,44,0.5,0,1
2025-11-03,SKU_0002,hospital,smooth,107,45,0.5,0,1
2025-11-10,SKU_0002,hospital,smooth,134,46,0.5,0,1
2025-11-17,SKU_0002,hospital,smooth,108,47,0.5,0,1
2025-11-24,SKU_0002,hospital,smooth,91,48,0.5,0,1
2025-12-01,SKU_0002,hospital,smooth,133,49,0.5,0,1
2025-12-08,SKU_0002,hospital,smooth,115,50,0.5,0,1
2025-12-15,SKU_0002,hospital,smooth,87,51,0.5,0,1
2025-12-22,SKU_0002,hospital,smooth,101,52,0.5,0,1
2025-12-29,SKU_0002,hospital,smooth,89,1,1.24,0,1
2026-01-05,SKU_0002,hospital,smooth,79,2,0.87,0,1
2026-01-12,SKU_0002,hospital,smooth,121,3,1.07,0,1
2026-01-19,SKU_0002,hospital,smooth,138,4,1.46,0,1
2026-01-26,SKU_0002,hospital,smooth,66,5,2.2,1,1
2026-02-02,SKU_0002,hospital,smooth,101,6,2.2,1,1
2026-02-09,SKU_0002,hospital,smooth,79,7,2.07,1,1
2026-02-16,SKU_0002,hospital,smooth,94,8,2.59,0,1
2026-02-23,SKU_0002,hospital,smooth,92,9,2.57,0,1
2026-03-02,SKU_0002,hospital,smooth,88,10,2.99,0,1
2026-03-09,SKU_0002,hospital,smooth,104,11,2.52,0,1
2026-03-16,SKU_0002,hospital,smooth,88,12,2.77,0,1
2026-03-23,SKU_0002,hospital,smooth,108,13,2.88,0,1
2026-03-30,SKU_0002,hospital,smooth,103,14,2.66,0,1
2026-04-06,SKU_0002,hospital,smooth,100,15,3.45,0,1
2026-04-13,SKU_0002,hospital,smooth,88,16,3.63,0,1
2026-04-20,SKU_0002,hospital,smooth,95,17,3.77,0,1
2026-04-27,SKU_0002,hospital,smooth,119,18,3.93,0,1
2026-05-04,SKU_0002,hospital,smooth,103,19,3.77,1,1
2026-05-11,SKU_0002,hospital,smooth,89,20,4.38,0,1
